Cog2000 log file Tue Jul 03 17:06:19 2012,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
gprim v1.30 Compiled:Jul  4 2011 (GLib DirectDraw v7 DX9.0 Compiled:Jul  4 2011),,,,,,,
Display:1024x768x32 59.99Hz,,,,,,,
CogInput v1.05 Compiled: May 14 2010,,,,,,,
CogSerial v1.05 Compiled: May 14 2010,,,,,,,
577284,[35],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_1.BMP 577284,,,,
577784,[500],:,image croix 577784,,,,
580951,[3167],:,bouton_1 100,,,,
580951,[0],:,trigger 578603,,,,
580987,[36],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_6.BMP 580987,,,,
581454,[467],:,trigger 581003,,,,
581487,[33],:,image croix 581487,,,,
587754,[6267],:,bouton_1 467,,,,
587754,[0],:,trigger 583404,,,,
587754,[0],:,trigger 585804,,,,
587789,[35],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_2.BMP 587789,,,,
588256,[467],:,trigger 588203,,,,
588289,[33],:,image croix 588289,,,,
592256,[3967],:,bouton_1 561,,,,
592256,[0],:,trigger 590603,,,,
592291,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_6.BMP 592290,,,,
592791,[500],:,image croix 592791,,,,
595458,[2667],:,trigger 593003,,,,
595458,[0],:,trigger 595404,,,,
595492,[34],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_8.BMP 595492,,,,
595992,[500],:,image croix 595992,,,,
601059,[5067],:,bouton_1 178,,,,
601059,[0],:,trigger 597803,,,,
601059,[0],:,trigger 600202,,,,
601094,[35],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_7.BMP 601094,,,,
601595,[501],:,image croix 601594,,,,
605061,[3466],:,bouton_1 184,,,,
605061,[0],:,trigger 602603,,,,
605061,[0],:,trigger 605003,,,,
605096,[35],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_5.BMP 605096,,,,
605596,[500],:,image croix 605596,,,,
611663,[6067],:,bouton_1 442,,,,
611663,[0],:,trigger 607403,,,,
611663,[0],:,trigger 609803,,,,
611699,[36],:,image nostim.BMP 611699,,,,
612199,[500],:,image croix 612199,,,,
616266,[4067],:,trigger 612202,,,,
616266,[0],:,trigger 614603,,,,
616300,[34],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_5.BMP 616300,,,,
616801,[501],:,image croix 616801,,,,
620868,[4067],:,bouton_1 189,,,,
620868,[0],:,trigger 617002,,,,
620868,[0],:,trigger 619404,,,,
620903,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_7.BMP 620903,,,,
621403,[500],:,image croix 621403,,,,
625370,[3967],:,bouton_1 118,,,,
625370,[0],:,trigger 621804,,,,
625370,[0],:,trigger 624203,,,,
625405,[35],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_4.BMP 625405,,,,
625905,[500],:,image croix 625905,,,,
629072,[3167],:,trigger 626603,,,,
629072,[0],:,trigger 629003,,,,
629106,[34],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_7.BMP 629106,,,,
629606,[500],:,image croix 629606,,,,
634673,[5067],:,trigger 631403,,,,
634673,[0],:,trigger 633803,,,,
634673,[0],:,trigger 633803,,,,
634676,[3],:,trigger 633803,,,,
